location,age,sex,measure,metric,pathogen,antibiotic_class,counterfactual,infectious_syndrome,year,val,upper,lower
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2009,0.011224049,0.016045694,0.006402403
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2009,0.03217415,0.044763304,0.019584997
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,2009,0.142968059,0.226106962,0.059829156
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2009,0.203151052,0.241450326,0.164851777
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2009,0.281759482,0.340675161,0.222843802
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,2009,0.012665817,0.016716887,0.008614747
Global,0 to 4,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2008,10.07785178,12.64876099,7.506942565
Global,0 to 4,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2008,0.62015283,0.941895209,0.298410451
Global,0 to 4,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2008,1.279297772,1.873147886,0.685447658
Global,0 to 4,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,2008,3.695580795,5.592526141,1.798635449
Global,0 to 4,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2008,6.937741723,8.383534157,5.49194929
Global,0 to 4,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2008,7.674651751,9.495670673,5.853632829
Global,0 to 4,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,2008,0.89795086,1.252611367,0.543290354
Global,5 to 9,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2006,3033.46524,3651.900295,2415.030185
Global,5 to 9,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2006,74.83985933,106.0373167,43.64240199
Global,5 to 9,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2006,188.0731645,268.2364159,107.909913
Global,5 to 9,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2006,637.56567,1036.533878,238.5974622
Global,5 to 9,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2006,1186.37575,1408.263607,964.4878925
Global,5 to 9,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2006,1859.072686,2231.456018,1486.689353
Global,5 to 9,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2006,74.00784701,97.14729757,50.86839644
Global,5 to 9,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2003,2624.812863,3266.683071,1982.942656
Global,5 to 9,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2003,71.3575119,102.6558168,40.059207
Global,5 to 9,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2003,170.1890059,254.3444608,86.03355106
Global,5 to 9,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2003,639.1124531,1097.414904,180.8100024
Global,5 to 9,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2003,887.7465764,1069.324617,706.1685356
Global,5 to 9,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2003,1768.286145,2158.802421,1377.769868
Global,5 to 9,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2003,72.73899436,96.98777319,48.49021554
Global,5 to 9,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2013,2847.377159,3410.621055,2284.133264
Global,5 to 9,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2013,72.47571494,101.8613395,43.09009036
Global,5 to 9,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2013,210.1608205,282.1295245,138.1921165
Global,5 to 9,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2013,1511.85476,2290.154969,733.5545505
Global,5 to 9,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2013,1585.281608,1863.90651,1306.656706
Global,5 to 9,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2013,1831.742653,2193.916453,1469.568854
Global,5 to 9,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2013,102.3456135,131.7256889,72.96553818
Global,5 to 9,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2009,2967.951543,3582.591492,2353.311595
Global,5 to 9,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2009,68.33721351,97.69362631,38.98080072
Global,5 to 9,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2009,195.8911461,272.5397472,119.242545
Global,5 to 9,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2009,870.4558327,1376.644025,364.2676409
Global,5 to 9,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2009,1236.877796,1470.061538,1003.694054
Global,5 to 9,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2009,1715.482368,2074.188342,1356.776393
Global,5 to 9,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2009,77.11536552,101.7801586,52.45057243
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2011,0.515688736,0.623141946,0.408235526
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2011,0.01182184,0.016520324,0.007123355
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2011,0.032652274,0.044625511,0.020679036
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,2011,0.202574725,0.312588212,0.092561238
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2011,0.248397761,0.292376584,0.204418938
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2011,0.301058802,0.359668374,0.24244923
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,2011,0.014500303,0.018700834,0.010299771
Global,5 to 9,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2008,2956.232718,3523.769673,2388.695763
Global,5 to 9,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2008,68.99502407,97.99765976,39.99238839
Global,5 to 9,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2008,187.4194436,262.5172584,112.3216288
Global,5 to 9,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2008,788.1737343,1250.256098,326.0913709
Global,5 to 9,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2008,1209.599426,1424.543813,994.6550379
Global,5 to 9,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2008,1772.827545,2124.171834,1421.483255
Global,5 to 9,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2008,76.7643845,100.569554,52.95921499
Global,0 to 4,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2007,64609.20044,79558.24331,49660.15756
Global,0 to 4,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2007,4147.585874,6138.013584,2157.158165
Global,0 to 4,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2007,8333.17772,12074.21682,4592.138625
Global,0 to 4,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2007,22911.70913,35469.99232,10353.42594
Global,0 to 4,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2007,43647.26183,52024.75168,35269.77197
Global,0 to 4,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2007,50353.47173,61171.86421,39535.07926
Global,0 to 4,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2007,5635.794994,7629.479339,3642.110648
Global,5 to 9,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2012,3010.783802,3595.631896,2425.935709
Global,5 to 9,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2012,75.74444862,105.7395725,45.74932472
Global,5 to 9,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2012,216.9779594,290.4450684,143.5108504
Global,5 to 9,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2012,1591.231213,2396.168812,786.2936132
Global,5 to 9,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2012,1657.609721,1954.488517,1360.730926
Global,5 to 9,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2012,1898.447179,2273.068573,1523.825785
Global,5 to 9,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2012,101.3943071,130.2992731,72.48934108
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2012,0.478868316,0.571889017,0.385847614
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2012,0.012047234,0.01681799,0.007276478
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2012,0.034510572,0.046195592,0.022825551
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,2012,0.25308699,0.381113158,0.125060822
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2012,0.263644562,0.310863445,0.216425678
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2012,0.301950011,0.361533936,0.242366086
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,2012,0.016126871,0.020724236,0.011529506
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2007,0.489939483,0.584354362,0.395524604
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2007,0.011927704,0.016825075,0.007030333
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2007,0.031677116,0.044501057,0.018853175
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,2007,0.121361165,0.195734086,0.046988245
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2007,0.198191461,0.232636134,0.163746788
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2007,0.302689928,0.361768236,0.24361162
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,2007,0.01237313,0.016172447,0.008573813
Global,0 to 4,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2009,67506.36677,84937.61312,50075.12042
Global,0 to 4,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2009,4015.256673,6079.362254,1951.151092
Global,0 to 4,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2009,8790.890145,12826.80859,4754.9717
Global,0 to 4,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2009,25659.87411,38148.83338,13170.91483
Global,0 to 4,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2009,47181.20495,56886.27718,37476.13272
Global,0 to 4,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2009,47991.11749,59894.79064,36087.44434
Global,0 to 4,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2009,5864.400777,8229.433173,3499.368382
Global,5 to 9,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2011,3201.02279,3868.014619,2534.030962
Global,5 to 9,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2011,73.38143261,102.5462269,44.21663833
Global,5 to 9,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2011,202.681706,277.0029072,128.3605049
Global,5 to 9,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2011,1257.437414,1940.321592,574.5532367
Global,5 to 9,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2011,1541.873691,1814.862424,1268.884957
Global,5 to 9,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2011,1868.755354,2232.561197,1504.949511
Global,5 to 9,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2011,90.00739307,116.0812542,63.93353195
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2010,0.47523638,0.567299879,0.383172881
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2010,0.01073011,0.015134267,0.006325953
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2010,0.031242472,0.042715549,0.019769396
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,2010,0.173305103,0.270821548,0.075788659
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2010,0.207210164,0.245344915,0.169075413
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2010,0.270434526,0.32383751,0.217031542
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,2010,0.012930017,0.016773052,0.009086982
Global,5 to 9,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,1992,3460.227544,4613.135627,2307.319461
Global,5 to 9,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,1992,91.39346757,137.7284992,45.05843592
Global,5 to 9,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,1992,190.2199559,327.8233309,52.61658092
Global,5 to 9,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,1992,1127.96965,2288.058746,379.4581713
Global,5 to 9,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,1992,1046.38447,1307.107277,785.6616624
Global,5 to 9,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,1992,2330.86315,2945.060443,1716.665858
Global,5 to 9,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,1992,91.49194054,126.8225851,56.16129595
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2014,0.432542859,0.517721412,0.347364305
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2014,0.010772826,0.015241111,0.006304542
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2014,0.031497143,0.042724976,0.02026931
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,2014,0.203193182,0.303888407,0.102497956
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2014,0.233600528,0.274050837,0.193150219
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2014,0.275016901,0.330770011,0.21926379
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,2014,0.014703178,0.019074887,0.010331469
Global,5 to 9,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2014,2796.920045,3347.703853,2246.136237
Global,5 to 9,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2014,69.65953335,98.55247153,40.76659517
Global,5 to 9,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2014,203.6676565,276.2693678,131.0659451
Global,5 to 9,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2014,1313.893112,1965.011235,662.7749903
Global,5 to 9,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2014,1510.513897,1772.074754,1248.953041
Global,5 to 9,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2014,1778.321538,2138.833771,1417.809306
Global,5 to 9,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2014,95.07407645,123.3425346,66.80561831
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2013,0.446542022,0.534873161,0.358210883
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2013,0.011366057,0.01597448,0.006757635
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2013,0.032958626,0.044245171,0.021672081
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,2013,0.237097737,0.359155242,0.115040233
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2013,0.248612957,0.292308513,0.204917401
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2013,0.287264392,0.344062565,0.230466219
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,2013,0.016050426,0.020657978,0.011442874
Global,5 to 9,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2016,2832.871119,3373.869217,2291.873022
Global,5 to 9,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2016,73.0482818,102.8776617,43.21890186
Global,5 to 9,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2016,205.9908067,278.3708586,133.6107547
Global,5 to 9,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2016,1220.868865,1759.328825,682.4089041
Global,5 to 9,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2016,1708.529169,1974.888118,1442.170219
Global,5 to 9,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2016,1797.332463,2146.544125,1448.120802
Global,5 to 9,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2016,85.16397183,112.3122902,58.01565344
Global,5 to 9,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2015,2827.365904,3400.664211,2254.067596
Global,5 to 9,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2015,73.39827728,103.8319651,42.96458947
Global,5 to 9,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2015,205.4506235,277.5556549,133.3455921
Global,5 to 9,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2015,1259.100939,1846.276606,671.925272
Global,5 to 9,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2015,1619.330582,1899.219064,1339.442099
Global,5 to 9,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2015,1793.652621,2165.126237,1422.179004
Global,5 to 9,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2015,89.04490558,116.7246389,61.36517226
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2018,0.381874783,0.462534382,0.301215184
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2018,0.011367793,0.015872068,0.006863518
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2018,0.028817408,0.039203559,0.018431257
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,2018,0.159806225,0.227686064,0.091926387
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2018,0.235188948,0.275787422,0.194590474
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2018,0.253220371,0.306877901,0.199562841
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,2018,0.013534867,0.018068399,0.009001335
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2021,0.292915853,0.363181351,0.222650355
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2021,0.008908335,0.01278742,0.00502925
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2021,0.022568566,0.031538201,0.01359893
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,2021,0.121120498,0.169113074,0.073127922
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2021,0.17871355,0.213111561,0.14431554
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2021,0.197824866,0.244640357,0.151009375
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,2021,0.010933759,0.014981099,0.00688642
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2016,0.429046951,0.510982759,0.347111143
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2016,0.011063385,0.015581135,0.006545634
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2016,0.031197934,0.042160114,0.020235755
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,2016,0.184904305,0.266455704,0.103352905
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2016,0.258761942,0.299102815,0.218421068
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2016,0.272211471,0.325100639,0.219322302
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,2016,0.012898343,0.017010038,0.008786647
Global,5 to 9,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2017,2735.71868,3302.419825,2169.017535
Global,5 to 9,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2017,78.00128431,108.9627817,47.03978696
Global,5 to 9,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2017,200.3034877,270.691516,129.9154593
Global,5 to 9,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2017,1276.533188,1808.072432,744.9939435
Global,5 to 9,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2017,1690.86144,1974.979394,1406.743485
Global,5 to 9,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2017,1776.159743,2148.434157,1403.88533
Global,5 to 9,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2017,86.48819561,114.9451402,58.031251
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2015,0.432079109,0.51969077,0.344467448
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2015,0.011216752,0.01586764,0.006565865
Global,5 to 9,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2015,0.031397041,0.042416158,0.020377923
