location_name,Age,Sex,Measure,Metric,Pathogen,Antibiotic_class,Counterfactual,Infectious_syndrome,Year,val,Upper,Lower
Zambia,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,0.351316458,0.752030199,-0.047803554
Botswana,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,-0.937420812,0.088024058,-1.952359559
Eswatini,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,3.502152189,4.993353576,2.032130063
Lesotho,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,4.542341938,5.531500573,3.562454798
Namibia,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,-0.397036801,1.109741496,-1.881360478
South Africa,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,1.656886172,1.943424754,1.371152981
Zimbabwe,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,3.475688513,3.84374753,3.108934028
Benin,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,1.079935418,1.627217909,0.53560015
Burkina Faso,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,1.504563848,1.993083722,1.018383855
Cabo Verde,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,3.268027607,7.528784189,-0.823899328
Chad,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,1.125487715,1.699026152,0.555183787
C?te d'Ivoire,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,2.135,2.62,1.651
Cameroon,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,0.078385892,0.510160552,-0.351533938
Gambia,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,-0.130419093,1.346028586,-1.585357319
Ghana,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,3.458979038,3.946008527,2.974231481
Guinea,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,0.825603197,1.353565864,0.300390749
Guinea-Bissau,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,0.65464133,2.003550692,-0.676429863
Liberia,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,1.060806113,2.21280655,-0.078210579
Mali,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,1.653653038,2.051236268,1.25761876
Mauritania,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,1.890091466,2.913937469,0.876431261
Niger,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,0.106235781,0.649608884,-0.434203835
Nigeria,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,0.072067365,0.213676873,-0.069342038
Sao Tome and Principe,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,1.12821396,6.912038529,-4.342712015
Senegal,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,1.624196477,2.14540738,1.105645124
Sierra Leone,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,-0.007056662,0.739525482,-0.748105873
Togo,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Associated,All infectious syndromes,2021,0.571777972,1.380787879,-0.230776107
