location_name,Age,Sex,Measure,Metric,Pathogen,Antibiotic_class,Counterfactual,Infectious_syndrome,Year,val,Upper,Lower
United Republic of Tanzania,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,-0.946447239,-0.471597873,-1.419031103
Zambia,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,0.144225233,1.032021912,-0.735770128
Botswana,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,-0.755902263,1.123576516,-2.600449124
Eswatini,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,3.934744122,7.195278733,0.773384457
Lesotho,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,4.615714508,6.819019726,2.457855821
Namibia,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,-0.160276876,3.869611298,-4.033815194
South Africa,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,1.843419622,2.214567668,1.473619239
Zimbabwe,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,3.276134262,4.007690291,2.549723758
Benin,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,0.656359895,1.728630001,-0.404607953
Burkina Faso,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,1.039309079,2.065102516,0.023825259
Cabo Verde,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,2.305660279,8.786148088,-3.788779094
Chad,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,0.998266043,2.235832601,-0.22431975
C?te d'Ivoire,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,,,
Cameroon,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,-0.306996373,0.600347761,-1.206156903
Gambia,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,1.479415804,5.09455068,-2.01136248
Ghana,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,2.042600819,3.060725817,1.03453376
Guinea,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,1.043254053,2.121173449,-0.023287583
Guinea-Bissau,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,2.260082743,5.647172779,-1.018415849
Liberia,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,-0.348037417,1.938236009,-2.583034243
Mali,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,1.7116027,2.614792071,0.816362973
Mauritania,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,0.310150375,2.199649957,-1.544415539
Niger,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,-0.253155539,0.847231745,-1.341536027
Nigeria,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,-0.406161637,-0.101436289,-0.709957466
Sao Tome and Principe,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,-2.211057247,4.906879952,-8.84604204
Senegal,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,1.133496113,2.216407971,0.062056955
Sierra Leone,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,-0.016845531,1.564194384,-1.573273552
Togo,Age-standardized,3,Deaths,Rate (per 100k),All pathogens,Carbapenems,Attributable ,All infectious syndromes,2021,0.003329965,1.697905317,-1.663008958
